rwpath,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T213,T214,T215,T216,T217,T218,T219,T220,T221,T222,T223,T224,T225,T226,T227,T228,T229,T230,T231,T232,T233,T234,T235,T236,T237,T238,T239,T240,T241,T242,T243,T244,T245,T246,T247,T248,T249,T250,T251,T252,T253,T254,T255,T256,T257,T258,T259,T260,T261,T262,T263,T264,T265,T266,T267,T268,T269,T270,T271,T272,T273,T274,T275,T276,T277,T278,T279,T280,T281,T282,T283,T284,T285,T286,T287,T288,T289,T290,T291,T292,T293,T294,T295,T296,T297,T298,T299,T300,T301,T302,T303,T304,T305,T306,T307,T308,T309,T310,T311,T312,T313,T314,T315,T316,T317,T318,T319,T320,T321,T322,T323,T324,T325,T326,T327,T328,T329,T330,T331,T332,T333,T334,T335,T336,T337,T338,T339,T340,T341,T342,T343,T344,T345,T346,T347,T348,T349,T350,T351,T352,T353,T354,T355,T356,T357,T358,T359
DF,0.999767,0.999534,0.999301,0.999068,0.998835,0.998602,0.998369,0.998136,0.997903,0.997671,0.997438,0.997206,0.996535,0.995802,0.995069,0.994337,0.993606,0.992875,0.992144,0.991414,0.990685,0.989956,0.989228,0.9885,0.986952,0.985406,0.983863,0.982321,0.980783,0.979246,0.977713,0.976181,0.974652,0.973125,0.971601,0.970079,0.967934,0.965772,0.963614,0.961461,0.959313,0.95717,0.955031,0.952898,0.950769,0.948645,0.946525,0.944411,0.941935,0.93944,0.936952,0.93447,0.931994,0.929526,0.927063,0.924608,0.922159,0.919716,0.91728,0.91485,0.912096,0.909325,0.906564,0.903811,0.901066,0.89833,0.895602,0.892882,0.890171,0.887467,0.884772,0.882085,0.879407,0.876736,0.874074,0.871419,0.868773,0.866135,0.863504,0.860882,0.858268,0.855661,0.853063,0.850472,0.847685,0.844885,0.842094,0.839313,0.83654,0.833777,0.831023,0.828278,0.825543,0.822816,0.820098,0.817389,0.814689,0.811998,0.809316,0.806643,0.803978,0.801322,0.798676,0.796037,0.793408,0.790787,0.788175,0.785572,0.782977,0.780391,0.777813,0.775244,0.772683,0.770131,0.767587,0.765051,0.762525,0.760006,0.757495,0.754993,0.75249,0.749994,0.747506,0.745026,0.742555,0.740092,0.737637,0.73519,0.732752,0.730321,0.727899,0.725484,0.723078,0.720679,0.718289,0.715906,0.713531,0.711164,0.708805,0.706454,0.704111,0.701775,0.699448,0.697128,0.694815,0.69251,0.690213,0.687924,0.685642,0.683368,0.681101,0.678842,0.67659,0.674346,0.672109,0.669879,0.667657,0.665443,0.663235,0.661035,0.658843,0.656657,0.654479,0.652308,0.650144,0.647988,0.645839,0.643696,0.641561,0.639433,0.637312,0.635198,0.633091,0.630991,0.628898,0.626812,0.624733,0.62266,0.620595,0.618536,0.616485,0.61444,0.612402,0.61037,0.608345,0.606328,0.604317,0.602312,0.600314,0.598323,0.596338,0.59436,0.592389,0.590424,0.588465,0.586513,0.584568,0.582629,0.580696,0.57877,0.57685,0.574937,0.57303,0.571129,0.569234,0.567346,0.565464,0.563588,0.561719,0.559856,0.557999,0.556148,0.554303,0.552464,0.550632,0.548805,0.546985,0.545171,0.543362,0.54156,0.539763,0.537973,0.536189,0.53441,0.532637,0.530871,0.52911,0.527354,0.525605,0.523862,0.522124,0.520392,0.518666,0.516946,0.515231,0.513522,0.511818,0.510121,0.508429,0.506742,0.505061,0.503386,0.501716,0.500052,0.498393,0.49674,0.495092,0.49345,0.491813,0.490182,0.488556,0.486936,0.48532,0.48371,0.482106,0.480507,0.478913,0.477324,0.475741,0.474163,0.47259,0.471023,0.46946,0.467903,0.466351,0.464804,0.463262,0.461725,0.460194,0.458667,0.457146,0.45563,0.454118,0.452612,0.451111,0.449614,0.448123,0.446636,0.445155,0.443678,0.442207,0.44074,0.439278,0.437821,0.436369,0.434921,0.433478,0.432041,0.430607,0.429179,0.427755,0.426337,0.424922,0.423513,0.422108,0.420708,0.419313,0.417922,0.416535,0.415154,0.413777,0.412404,0.411036,0.409673,0.408314,0.406959,0.405609,0.404264,0.402923,0.401587,0.400254,0.398927,0.397604,0.396285,0.39497,0.39366,0.392354,0.391053,0.389756,0.388463,0.387174,0.38589,0.38461,0.383334,0.382063,0.380795,0.379532,0.378273,0.377018,0.375768,0.374521,0.373279,0.372041,0.370807,0.369577,0.368351,0.367129,0.365911,0.364698,0.363488,0.362282,0.361081,0.359883,0.358689,0.357499,0.356313,0.355132,0.353954,0.352779,0.351609,0.350443,0.34928,0.348122,0.346967,0.345816,0.344669,0.343526,0.342386,0.341251,0.340119
