rwpath,recordID,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T213,T214,T215,T216,T217,T218,T219,T220,T221,T222,T223,T224,T225,T226,T227,T228,T229,T230,T231,T232,T233,T234,T235,T236,T237,T238,T239,T240,T241,T242,T243,T244,T245,T246,T247,T248,T249,T250,T251,T252,T253,T254,T255,T256,T257,T258,T259,T260,T261,T262,T263,T264,T265,T266,T267,T268,T269,T270,T271,T272,T273,T274,T275,T276,T277,T278,T279,T280,T281,T282,T283,T284,T285,T286,T287,T288,T289,T290,T291,T292,T293,T294,T295,T296,T297,T298,T299,T300,T301,T302,T303,T304,T305,T306,T307,T308,T309,T310,T311,T312,T313,T314,T315,T316,T317,T318,T319,T320,T321,T322,T323,T324,T325,T326,T327,T328,T329,T330,T331,T332,T333,T334,T335,T336,T337,T338,T339,T340,T341,T342,T343,T344,T345,T346,T347,T348,T349,T350,T351,T352,T353,T354,T355,T356,T357,T358,T359
295,6503,0,2482.251932,32554.811324,39252.792049,76089.124545,101344.750012,102554.094652,119433.487611,123765.448892,116500.664698,105344.475287,95210.989511,99091.849992,102031.434648,91609.42985,73844.449185,63265.066673,53094.187427,60313.39309,59008.741505,70039.645881,72186.274559,67755.673879,60089.600477,36996.836507,30804.194595,34747.931634,38881.80141,37972.100701,42992.100582,49124.817521,58676.075638,61642.465946,44233.090919,30847.825044,22561.90268,10229.119915,8701.670979,0,0,0,-5718.402939,1565.198606,9525.344362,0,23276.112326,22046.437187,33927.643407,32978.576253,25989.87073,0,0,10335.463203,16132.488744,28017.569715,24940.891282,42231.381489,31025.055846,8072.193229,9746.116978,0,35384.258635,49987.527961,47152.719838,51011.820472,44672.711777,36672.974154,30240.097841,24457.487775,12392.340279,0,516.783132,31940.93834,7574.459454,17101.016768,7933.394522,0,26006.291989,17847.444137,37023.247198,12665.487211,0,0,0,0,0,0,0,0,-6282.379068,8617.292373,0,0,0,0,0,0,0,0,0,0,-6685.271811,0,20531.130946,5708.236284,0,0,0,0,0,0,0,0,-7264.643603,0,10783.457343,0,0,0,0,0,0,0,0,0,-7544.561576,0,0,0,0,0,0,0,0,0,0,0,-8218.332141,17408.119166,0,0,0,2919.120911,47511.355533,52779.427776,2217.781943,0,0,0,-9479.994344,0,30310.534034,48743.095113,36661.368345,2208.545199,0,0,0,0,0,0,-11103.017924,127264.398275,171994.817791,70232.825244,25853.318279,0,0,0,0,0,0,0,-11409.740705,39884.392031,0,0,0,0,0,0,0,0,0,0,-14837.998721,0,0,0,0,0,0,0,0,0,0,0,-18918.750396,23944.176026,24366.124496,0,0,41849.332252,102160.490257,173491.721677,233157.594108,143651.969342,76744.53078,58287.115681,79729.725888,0,0,0,0,0,0,0,0,0,0,0,-21806.547838,169927.519707,5368.353921,0,107331.830794,0,124010.909226,33486.055429,0,144974.708221,119540.233508,83859.782788,61107.603911,100503.235348,192486.185718,339344.123666,226039.6702,83055.617758,39264.171013,0,0,0,0,0,-25343.408058,2075.466994,63630.553613,0,483.054045,46833.948734,0,0,0,0,0,0,-30443.656157,0,0,0,0,0,0,0,0,0,0,0,-33409.715442,112288.959919,0,0,0,0,0,0,0,0,0,0,270741.553186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6504,0,6286.796005,27446.600682,31677.760405,60774.285072,72196.876648,68388.045482,81799.504759,92587.272735,90399.27153,81397.358637,72632.953624,76301.350115,78426.244917,71071.005313,56843.689838,48885.607145,31066.673537,33701.044161,32855.162463,49323.620578,54751.816962,50384.393164,44412.16106,26837.648525,22556.356794,25281.220684,27584.782416,25452.629511,19341.674957,20051.957993,28644.961131,39355.859813,28356.599888,18572.202007,11977.047761,2011.974058,431.003566,0,0,0,0,0,0,-3870.156645,19344.030849,19282.136931,29111.448704,28736.606019,23758.294614,2532.024979,0,10753.337547,4678.385598,10118.869524,8867.526112,32199.965734,26253.367991,9172.418039,11142.423227,1026.357563,32011.310364,45079.425664,43135.355969,46868.539014,30540.480844,19202.259973,13669.736921,18658.33329,14004.147752,0,3612.872802,28880.862949,10578.016294,17601.65504,10815.488752,0,14931.721545,3034.057766,19386.404128,8583.54796,0,0,0,0,0,0,0,0,0,0,0,-4604.799651,0,0,0,0,0,0,0,0,0,0,0,-4680.040844,0,0,0,0,0,0,0,0,0,0,0,-5250.259167,0,0,0,0,0,0,0,0,0,0,0,-5795.228348,0,0,0,0,0,0,0,0,0,0,0,-6436.150958,29616.02345,51020.476959,88907.381771,94107.442625,52777.983617,9588.620411,0,0,0,0,0,-6714.834806,0,0,0,0,0,0,0,0,0,0,0,-7938.282106,0,0,0,0,0,0,0,0,0,0,0,-9448.6125,0,18901.4704,0,4653.126855,0,0,0,0,0,0,0,-12923.949926,0,7161.30913,45531.407165,0,0,0,0,0,0,0,0,-15355.582969,5853.632814,70074.74273,121590.349714,186305.955562,240093.017678,159313.366883,106810.834957,89816.150703,71337.535269,0,0,-16220.450369,0,132734.449685,0,0,0,0,0,0,0,0,0,-17634.81739,116804.44669,0,103015.65932,11916.609525,0,120526.894417,93240.028582,51143.081794,0,916.157225,84531.067173,257137.704761,165365.850934,33135.592416,0,0,0,0,0,0,0,0,0,58370.025079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6505,24906.041806,37089.753946,63615.146207,68816.271026,108226.531176,134058.40067,134972.181233,153729.307336,157230.093872,151696.691548,139859.538344,128477.452385,133344.164627,135876.274603,127030.088414,109294.592461,98225.067061,85224.062187,92458.375247,90549.106766,101276.308926,104355.030307,98727.496782,91118.33017,67488.832939,62383.579847,66036.838113,69422.936763,66062.19013,68555.775337,74662.837323,85796.610244,90658.483875,71039.562076,57043.508277,48451.738076,35431.731937,33114.738129,17453.671781,5072.9826,0,-4773.1777,1849.479895,9485.77378,91.114631,27118.923189,27359.135476,40060.472969,40633.851148,34048.469281,5135.013493,0,16125.561528,21033.998942,32963.445872,31420.165243,51517.660808,38879.25453,16193.25271,19312.571609,8224.806047,49455.227279,64493.976056,62417.471792,66358.834466,55143.848536,44658.734661,36726.266558,33359.833199,22291.352692,0,7274.46972,37266.432869,13459.056751,24839.515004,15712.471231,0,30773.414745,20799.599527,41232.773939,15576.09982,0,0,0,0,0,0,0,0,-5809.328067,7633.418148,0,0,0,0,0,0,0,0,0,0,-6376.477607,0,25945.509248,9303.023371,0,0,0,0,0,0,0,0,-7042.615025,0,11558.812422,0,0,0,0,0,0,0,0,0,-7379.453529,0,0,0,0,0,0,0,0,0,0,0,-8015.863518,20374.102508,0,0,0,7705.257616,57870.312914,65894.648786,13057.118228,0,0,0,-9381.335017,0,34942.996749,60874.900923,44005.018938,2360.273235,0,0,0,0,0,0,121240.730106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6506,0,0,4068.877519,5611.848925,9399.421316,10178.782178,9375.6136,10422.17424,11168.162301,10398.664673,8399.950871,6262.123184,7085.36834,6856.169765,8028.538318,6541.355041,5695.731413,2022.756926,2112.766722,1145.072661,2205.905002,1812.073286,95.153425,0,0,0,-1264.995361,190.413192,371.09437,0,0,0,0,0,0,0,0,0,-1338.139536,0,0,0,0,0,0,0,0,0,0,0,-1362.937535,0,805.382347,0,0,0,1685.031143,267.726427,0,0,0,0,3859.40408,4856.276291,5202.74037,2689.0114,319.815572,0,0,0,0,0,0,0,-1369.799195,0,0,0,0,1108.835817,0,0,0,0,0,0,-1466.229542,129.754794,0,0,0,0,0,0,0,0,0,0,-1585.066868,345.647136,0,0,0,0.759194,0,0,0,0,0,0,-1704.294364,573.359128,0,0,0,0,0,0,0,0,0,0,14724.291144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6507,0,1090.425115,14827.536027,16982.460545,33254.5403,38333.191202,34036.834722,40112.857589,44241.68142,40565.802834,34119.474559,27340.242674,30095.958466,36336.234283,33404.762282,23321.621446,19301.585541,7129.242616,9181.55005,8519.542215,14241.351701,15003.071539,10763.435496,6767.842035,0,-1084.641615,2491.358435,3099.337398,2125.335254,0,0,2217.378313,3468.482371,0,0,0,0,-2756.703445,0,0,0,0,0,0,0,0,0,0,0,-2790.754313,0,0,0,0,0,0,0,0,0,0,0,-2791.18445,10532.015305,9051.505801,12172.334539,1933.350709,0,0,0,0,0,0,0,-2860.761357,1843.774939,0,0,2162.423032,0,5423.829859,0,0,0,0,0,-3075.535843,0,0,0,0,0,0,0,0,0,0,0,-3544.087964,633.060222,2690.299659,0,1527.872568,0,5981.786916,0,0,0,0,0,-3725.919803,0,0,0,0,0,0,0,0,0,0,0,-4050.973614,0,0,0,0,0,0,0,0,0,0,0,-4417.272773,0,0,0,0,0,0,0,0,0,4057.661433,5985.562757,-4502.969782,0,0,0,0,0,0,0,0,0,0,0,30901.819585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6508,392.296807,1543.214972,4592.567562,5025.577928,10927.877641,13352.908585,12505.761087,16289.589245,17473.976794,16860.65494,14918.975643,12839.579385,13805.697638,14062.034799,12952.683746,10111.734393,8594.368937,4778.969177,5488.022632,6416.679445,8547.621007,9106.48068,7834.509455,6690.745543,3354.024598,2673.629139,3034.685273,3192.667715,2261.130355,770.959665,834.456907,4160.320942,5616.458317,2422.749226,428.589652,0,0,0,0,0,0,0,0,-670.715503,0,3622.861007,3828.582388,5873.051198,5947.80301,4997.013451,650.626004,0,1978.007365,642.013459,1780.895205,3476.790154,7416.173884,5270.249358,2063.83608,2738.179692,891.648208,7198.965501,10159.337485,9934.62844,10790.966273,6854.588845,4223.402241,4373.528948,4733.332624,3519.930643,0,519.428438,5476.979046,2090.022533,3453.214525,2192.148579,0,2872.633707,295.680199,19855.798069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6509,21342.294327,29266.947412,44432.486566,48620.150883,62307.651998,66196.75364,65105.330363,70357.484473,81000.351171,79547.872217,74563.254707,70661.599751,71713.942861,72907.707296,65867.168556,57639.404165,53609.141317,44199.942582,43434.878158,41928.839714,55159.281503,57905.008947,56440.877594,53093.579415,43065.795696,38296.589618,40108.390328,43297.867464,46685.404666,44124.955316,43256.305464,45857.251135,54171.003128,52227.279798,44356.211788,40467.527404,34539.307825,34062.283569,28430.407444,26493.785094,26215.25423,19586.858924,21092.079491,26301.425651,29589.683865,40169.708193,36823.296277,40530.501165,38408.532296,33306.9874,22550.004898,19789.634744,28222.629986,24852.163499,26698.417898,23200.741079,145017.86835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6510,3151.967879,4598.764676,7921.727365,8517.040509,13796.806004,15838.164938,15074.548357,17454.780571,18206.175904,18691.705901,17478.065864,15675.569888,16459.098631,16734.316023,15474.822317,12812.518933,11415.21686,7960.855698,8482.019624,8191.593028,9749.721426,11573.158608,11129.007235,10049.984442,6924.290836,6124.17195,6503.911308,6791.010545,6252.745122,4968.651534,4961.215823,6673.479236,7358.340408,6048.53736,4765.622862,3474.45551,1464.620351,991.301418,0,0,0,0,0,0,0,-716.772309,0,1775.076004,1695.744126,692.919911,0,0,0,0,0,0,671.459183,444.72093,0,0,0,2249.325721,4806.531162,4516.237199,5221.317692,1945.080076,0,0,0,-724.720592,0,0,2065.909388,0,0,0,0,0,0,367.850584,0,-758.207732,0,0,0,0,0,0,0,0,0,0,0,-907.551352,0,0,0,0,0,0,0,0,0,0,0,-978.847733,17.954823,0,0,0,0,0,0,0,0,0,0,-1061.250484,1069.993242,0,0,0,0,0,0,0,0,0,0,13479.269951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6511,46996.767538,58846.534282,76901.054171,81555.754788,94211.19947,100383.132855,103382.616841,111461.140304,111861.268025,108313.407626,106915.679031,107173.0263,106727.161273,109315.341364,105561.271426,101865.311621,97420.363154,94013.765882,95911.116879,98046.747505,102100.873298,103506.521068,106166.630899,103879.950729,95388.526978,94390.794857,97446.333718,100790.986706,102000.393257,102106.87735,106721.019068,108719.899761,108510.622791,105035.589997,102810.404211,101658.415752,100745.910347,102730.583489,99416.654717,98731.519082,98491.156436,96969.726629,100356.448276,104322.505389,96423.469427,103622.129215,104037.327069,107597.455802,108405.802346,107852.76664,100079.578377,100085.702439,105981.041783,106508.012132,110381.29108,108196.297966,112097.689419,109830.493149,103693.575392,103301.221476,102540.905954,113675.773667,114735.382243,113429.996489,113791.593457,111401.700404,111485.38889,110932.580654,108615.693376,102597.860564,101176.661804,107613.763423,114205.802249,107029.341926,112231.381816,109582.790594,104374.543944,109864.469986,107993.855401,113003.153472,108235.03171,102443.276254,99541.609538,101765.8124,101967.042087,98188.073158,92619.333842,99189.118145,98459.698645,94386.695874,97878.030055,97477.998841,92799.644214,94663.522441,97620.061615,94886.32447,91521.267176,87491.69541,89462.505109,90226.18455,90660.832443,93830.706646,95723.095529,108301.31421,107772.780687,111449.583808,112837.595519,111598.678213,105699.976973,108649.42853,105153.940598,103634.435813,100236.571262,96440.597166,99791.522773,101053.296027,99788.63874,98724.342135,99260.777575,99630.880216,95218.90771,92147.661987,87514.723254,89698.040682,92757.783006,97252.533649,90121.919293,96327.95892,97289.391758,95396.353963,94016.479691,95427.108036,99219.390354,100042.48679,93243.960558,100263.607293,91007.413903,92149.162278,96670.610401,90997.999608,91385.565127,96312.25501,100806.439552,108241.483726,109855.529016,104095.788522,98655.04182,91186.145092,85565.243335,85228.914014,82542.646921,90938.77323,93225.208232,91590.571755,84229.592873,76376.834187,76162.459565,84484.965018,72840.145924,73275.34127,68983.992959,64929.751704,78834.674741,87139.145242,73090.42045,64021.613117,57071.997496,49647.709726,42704.712684,33325.579512,39073.269661,49265.831675,54180.854404,52155.209814,58717.343497,50608.079014,46325.536496,54419.136375,58671.469302,60138.344126,46108.306291,34807.892225,24833.360624,24257.57172,12573.370276,9609.416371,-1708.580031,0,0,0,0,0,0,0,0,0,0,0,7627.740334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6512,0,0,109.923603,345.847811,11356.132595,15529.248004,17176.242459,23137.057655,24382.665363,23673.187892,19229.018953,14256.804551,16620.159536,16491.91375,14258.987784,8421.753262,5748.66201,0,1829.483966,1662.262097,4261.036899,4812.029808,1190.06972,0,0,0,0,0,0,0,-1595.015721,4190.956782,6385.712433,0,0,0,0,0,0,0,0,0,-1845.715088,1942.041411,1735.827838,9847.071782,9551.610203,13255.518249,13057.209706,10214.03327,1386.606046,0,3450.161904,231.791356,6409.033583,8941.975045,15771.5611,11547.182532,4564.49234,6022.279833,1420.384548,13876.848849,19721.356445,19480.566814,20725.893989,12509.262543,10489.14509,9507.922257,9094.624264,7134.18507,0,0,7417.472335,582.201927,3159.106137,383.670877,0,1950.887275,1641.54024,10128.869954,1172.575838,0,0,0,0,0,0,0,0,0,-2097.685982,0,0,0,0,0,0,0,0,0,0,0,-2397.879615,8604.029343,1430.605828,0,0,0,0,0,0,0,0,0,-2710.880108,7135.654469,1217.524525,0,0,0,0,0,0,0,0,0,-3018.381368,5422.821305,4008.233102,0,0,0,0,0,0,0,0,0,-3022.976291,0,0,0,0,9790.372667,12407.762668,0,0,0,0,0,-3799.294362,28667.329277,38929.225173,32325.66747,18297.89525,0,0,6694.139544,0,0,0,0,-3927.493556,21926.533842,0,0,0,0,0,0,0,0,0,0,-4411.352683,0,0,0,0,0,0,0,0,0,0,0,-6565.592419,0,0,0,0,19610.091683,0,0,0,0,0,0,42159.301858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,6513,0,0,5624.441443,7493.857429,16700.234661,20392.239472,22008.328879,27248.111065,28356.742746,26470.89904,23863.307293,21601.818075,22509.258729,23404.923382,20715.847394,16454.298779,13786.400156,8590.785617,11553.521861,12394.67262,15163.261051,15778.946978,15055.631716,13191.632703,7350.842444,5900.769526,7077.307264,8341.781614,8389.401666,6854.033015,9853.18763,13124.328455,13698.182101,9667.832321,6533.690288,4615.372026,1803.361048,1752.722213,0,0,0,0,-1199.459827,2098.262099,0,4888.404055,4629.413749,7579.158358,7428.650823,5809.988363,0,0,2418.253539,910.63242,5247.826025,5414.546769,9518.903947,6960.888148,1411.817206,1653.780483,0,8139.799813,11449.201074,10689.069339,11475.661514,7348.760498,6906.216055,6653.136622,5055.7033,1754.50733,0,0,7346.211719,1330.412766,3980.450674,1690.19327,0,3040.810175,2475.609591,8207.536401,2494.310687,0,0,0,0,0,0,0,0,0,-1317.423393,0,0,0,0,0,0,0,0,0,0,0,-1432.175444,7397.487243,4279.359409,0,0,0,0,0,0,0,0,0,-1539.549868,2679.264657,0,0,0,0,0,0,0,0,0,0,-1697.861424,3257.820781,2504.518242,0,0,0,0,0,0,0,0,0,-1700.475855,0,0,0,0,7330.449307,8578.46051,0,0,0,0,0,-2063.617927,14303.113817,18076.597958,15561.342691,7826.42059,0,0,3146.676599,0,0,0,0,-2107.372969,9830.725154,0,0,0,0,0,0,0,0,0,0,-2343.101316,0,0,0,0,0,0,0,0,0,0,0,-3364.215428,0,0,0,0,584.367294,0,0,0,0,0,0,-3974.052479,1623.105894,0,0,6125.090441,19264.995561,33293.041729,45355.18107,26422.236893,10312.381174,4937.482673,0,-4101.690832,0,0,0,7332.681189,0,0,0,0,0,0,0,-4254.75778,0,0,0,0,0,0,0,3144.598526,0,0,0,-4274.076976,18229.560196,47328.819397,26077.665982,0,0,0,0,0,0,0,0,-5125.528274,12637.099225,0,0,5974.406166,0,0,0,0,0,0,0,-6324.644572,0,0,0,0,0,0,0,0,0,0,0,-6534.035144,0,0,0,0,0,0,0,0,0,0,0,46676.953012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
