Gender,Incurred_Age_Bucket,Incurred_Year_Bucket,Claim_Type,Region,Diagnosis_Category,Claim_Duration,Exposure,Deaths,Recovery,Terminations,Benefit_Expiry,Others_Terminations
Female,Unknown, < 2001,NH,Unknown,Unknown,109,39,1,0,1,1,0
Male,Unknown,2009-2010,Other,Unknown,Unknown,  3,58,5,1,6,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 11,55,1,2,3,0,0
Male,Unknown,2009-2010,Other,Unknown,Unknown, 90,12,0,0,0,0,0
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 86,30,2,1,3,0,0
Female,Unknown,2005-2006,HCC,Unknown,Unknown, 85,65,0,1,1,0,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown, 72,59,0,1,1,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 85,23,1,0,1,1,0
Female,Unknown, < 2001,ALF,Unknown,Unknown, 47,32,0,0,0,1,0
Female,Unknown,2013-2014,ALF,Unknown,Unknown,  7,50,0,0,0,0,0
Female,Unknown,2007-2008,HCC,Unknown,Unknown, 13,62,3,0,3,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 19,53,1,0,1,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 84,21,0,0,0,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 63,20,1,0,1,0,0
Female,Unknown,2009-2010,HCC,Unknown,Unknown, 49,69,1,1,2,1,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown, 32,67,3,0,3,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown, 52,81,0,0,0,0,0
Male,Unknown,2001-2002,ALF,Unknown,Unknown, 47,37,1,0,1,0,0
Female,Unknown,2007-2008,NH,Unknown,Unknown, 18,48,1,0,1,0,0
Female,Unknown,2009-2010,Other,Unknown,Unknown, 60,30,0,0,0,0,0
Female,Unknown, < 2001,Other,Unknown,Unknown, 21,42,0,1,1,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 57,26,0,0,0,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown,111,50,0,0,0,0,0
Male,Unknown,Unknown,ALF,Unknown,Unknown,162,11,0,0,0,0,0
Male,Unknown,2011-2012,ALF,Unknown,Unknown, 26,57,2,0,2,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown,114,23,1,1,2,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown, 74,56,2,0,2,1,0
Male,Unknown,2015-2016,Other,Unknown,Unknown, 23,16,4,1,5,0,0
Male,Unknown,2015-2016,Other,Unknown,Unknown,  1,73,12,10,22,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 49,55,0,1,1,0,0
Male,Unknown, < 2001,NH,Unknown,Unknown, 24,57,1,0,1,0,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown,  8,50,1,1,2,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,181,12,0,0,0,0,0
Female,Unknown,Unknown,HCC,Unknown,Unknown,122,223,3,0,3,0,0
Female,Unknown,2011-2012,ALF,Unknown,Unknown,  5,57,0,0,0,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown, 86,58,1,0,1,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown,  7,47,0,0,0,0,0
Female,Unknown,2013-2014,NH,Unknown,Unknown, 15,44,1,0,1,1,0
Male,Unknown,2011-2012,ALF,Unknown,Unknown, 52,48,1,1,2,1,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown, 29,68,0,0,0,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 20,35,0,1,1,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,176,14,0,0,0,0,0
Female,Unknown,2001-2002,HCC,Unknown,Unknown, 33,71,2,1,3,0,0
Female,Unknown,2003-2004,Other,Unknown,Unknown, 40,29,0,1,1,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown, 27,64,0,0,0,0,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown, 16,61,1,1,2,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 97,18,0,0,0,0,0
Male,Unknown,2015-2016,NH,Unknown,Unknown, 20,51,3,0,3,0,0
Male,Unknown,2011-2012,ALF,Unknown,Unknown, 62,37,0,1,1,0,0
Female,Unknown,2013-2014,Other,Unknown,Unknown, 30,55,0,0,0,0,0
Female,Unknown,Unknown,HCC,Unknown,Unknown,142,175,6,0,7,1,1
Female,Unknown, < 2001,Other,Unknown,Unknown,  8,51,0,0,0,0,0
Female,Unknown,2013-2014,HCC,Unknown,Unknown, 10,54,0,0,2,1,2
Male,Unknown, < 2001,Other,Unknown,Unknown, 22,43,0,0,0,0,0
Male,Unknown,Unknown,Other,Unknown,Unknown,246,10,0,0,0,0,0
Male,Unknown,2001-2002,ALF,Unknown,Unknown, 81,29,0,0,0,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown, 62,72,1,1,2,0,0
Female,Unknown,2007-2008,HCC,Unknown,Unknown, 52,73,0,1,1,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown,108,40,1,0,1,0,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown,  9,53,0,1,1,0,0
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 69,59,2,1,3,0,0
Male,Unknown, < 2001,HCC,Unknown,Unknown,114,35,0,0,0,1,0
Male,Unknown,2003-2004,Other,Unknown,Unknown, 84,17,0,0,0,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown, 82,86,1,0,1,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown,116,45,0,0,0,0,0
Male,Unknown,2005-2006,Other,Unknown,Unknown, 53,21,1,0,1,0,0
Female,Unknown,2005-2006,Other,Unknown,Unknown,115,14,0,0,0,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 16,49,0,0,0,0,0
Male,Unknown,2011-2012,Other,Unknown,Unknown, 61,23,1,0,1,0,0
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 74,51,0,0,0,2,0
Male,Unknown,2011-2012,HCC,Unknown,Unknown, 59,66,2,1,3,0,0
Female,Unknown,2005-2006,HCC,Unknown,Unknown, 18,72,1,0,1,0,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown,114,43,0,0,0,0,0
Female,Unknown,2005-2006,Other,Unknown,Unknown,103,12,0,0,0,1,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown, 50,44,1,1,2,0,0
Female,Unknown,2011-2012,HCC,Unknown,Unknown, 43,50,1,0,1,0,0
Female,Unknown,2009-2010,ALF,Unknown,Unknown,  3,57,2,0,2,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,188,12,0,0,0,0,0
Female,Unknown,2013-2014,NH,Unknown,Unknown, 20,46,1,0,1,0,0
Female,Unknown,2005-2006,HCC,Unknown,Unknown,  7,57,0,3,3,0,0
Female,Unknown,2011-2012,NH,Unknown,Unknown,  6,45,3,0,3,0,0
Female,Unknown,2007-2008,NH,Unknown,Unknown, 26,41,0,0,0,0,0
Male,Unknown, < 2001,ALF,Unknown,Unknown,113,15,3,0,3,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 60,43,0,0,0,1,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 44,52,1,0,1,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 72,40,0,0,0,0,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown, 72,42,0,0,0,0,0
Female,Unknown,2013-2014,NH,Unknown,Unknown, 45,42,1,1,3,0,1
Female,Unknown,2005-2006,HCC,Unknown,Unknown,109,71,0,0,0,0,0
Male,Unknown,Unknown,Other,Unknown,Unknown,274,3,0,0,0,0,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown,108,66,3,0,3,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 18,43,2,0,2,0,0
Female,Unknown, < 2001,ALF,Unknown,Unknown, 22,35,1,0,1,0,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown, 50,56,0,0,0,0,0
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 90,28,0,1,1,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown, 78,79,0,0,0,0,0
Male,Unknown,2005-2006,NH,Unknown,Unknown, 54,60,0,1,1,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 13,33,1,1,2,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown,112,8,0,0,0,0,0
Female,Unknown,2013-2014,ALF,Unknown,Unknown, 23,55,0,0,0,0,0
Female,Unknown, < 2001,ALF,Unknown,Unknown, 71,24,0,0,0,0,0
Female,Unknown,2003-2004,Other,Unknown,Unknown, 51,27,0,0,0,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 83,49,2,0,2,0,0
Male,Unknown, < 2001,NH,Unknown,Unknown,109,28,0,0,0,0,0
Male,Unknown,2003-2004,Other,Unknown,Unknown, 19,38,1,0,1,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 58,52,0,1,1,0,0
Male,Unknown,2005-2006,Other,Unknown,Unknown, 46,15,1,0,1,0,0
Female,Unknown,2005-2006,ALF,Unknown,Unknown, 88,44,0,0,0,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 39,48,1,0,1,1,0
Male,Unknown,2001-2002,ALF,Unknown,Unknown, 92,16,1,0,1,0,0
Female,Unknown,Unknown,HCC,Unknown,Unknown,189,42,2,0,2,0,0
Male,Unknown, < 2001,HCC,Unknown,Unknown, 29,58,0,0,0,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 10,50,0,0,0,0,0
Male,Unknown,2001-2002,NH,Unknown,Unknown, 42,43,1,0,1,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 88,38,2,0,2,0,0
Female,Unknown,2009-2010,HCC,Unknown,Unknown, 83,79,2,2,4,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 56,49,0,0,0,0,0
Male,Unknown,2011-2012,Other,Unknown,Unknown, 19,41,0,0,0,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown,  3,70,5,0,6,0,1
Female,Unknown,2009-2010,Other,Unknown,Unknown, 61,32,0,1,1,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown,115,69,1,0,1,0,0
Male,Unknown,2009-2010,Other,Unknown,Unknown, 58,21,1,0,1,0,0
Male,Unknown,2005-2006,ALF,Unknown,Unknown, 11,61,0,0,0,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown, 90,55,0,0,0,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 91,14,0,1,1,0,0
Male,Unknown,2001-2002,NH,Unknown,Unknown, 24,46,1,1,2,0,0
Female,Unknown,2011-2012,HCC,Unknown,Unknown, 56,56,2,1,3,1,0
Male,Unknown,Unknown,Other,Unknown,Unknown,195,14,0,0,0,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown, 42,86,0,0,0,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown, 13,56,0,0,0,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,170,22,0,0,0,0,0
Female,Unknown,2013-2014,HCC,Unknown,Unknown, 18,64,2,0,2,0,0
Female,Unknown,2013-2014,Other,Unknown,Unknown, 45,15,1,1,2,0,0
Female,Unknown,Unknown,ALF,Unknown,Unknown,150,51,1,0,1,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 70,49,0,0,0,1,0
Female,Unknown, < 2001,HCC,Unknown,Unknown, 18,70,1,0,3,0,2
Male,Unknown,2011-2012,ALF,Unknown,Unknown, 13,58,0,2,2,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown,105,35,0,0,0,0,0
Female,Unknown,2005-2006,Other,Unknown,Unknown, 39,30,0,0,0,0,0
Male,Unknown,2011-2012,ALF,Unknown,Unknown, 42,45,1,0,1,2,0
Male,Unknown,2011-2012,NH,Unknown,Unknown, 12,45,0,1,1,0,0
Male,Unknown, < 2001,HCC,Unknown,Unknown,  8,61,2,1,3,0,0
Female,Unknown,2007-2008,NH,Unknown,Unknown,  7,43,0,0,0,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown,117,17,0,0,0,0,0
Male,Unknown, < 2001,Other,Unknown,Unknown, 46,43,0,0,0,0,0
Male,Unknown,Unknown,HCC,Unknown,Unknown,180,31,0,0,0,0,0
Male,Unknown, < 2001,ALF,Unknown,Unknown, 37,36,0,0,0,0,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown, 23,56,1,0,1,0,0
Male,Unknown,2009-2010,HCC,Unknown,Unknown, 61,87,0,0,0,0,0
Male,Unknown,2015-2016,ALF,Unknown,Unknown, 10,54,0,0,0,0,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown,  9,64,0,0,1,0,1
Male,Unknown,Unknown,Other,Unknown,Unknown,130,38,0,0,0,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown,112,39,1,0,2,0,1
Female,Unknown,2007-2008,ALF,Unknown,Unknown,  8,58,1,2,3,0,0
Male,Unknown,2011-2012,ALF,Unknown,Unknown, 24,57,1,1,2,1,0
Female,Unknown, < 2001,HCC,Unknown,Unknown, 23,64,0,0,0,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown,109,9,0,0,0,0,0
Male,Unknown, < 2001,HCC,Unknown,Unknown, 53,49,1,0,1,1,0
Male,Unknown,Unknown,HCC,Unknown,Unknown,202,30,0,0,1,0,1
Female,Unknown, < 2001,NH,Unknown,Unknown, 65,50,1,0,1,0,0
Male,Unknown, < 2001,ALF,Unknown,Unknown, 51,29,0,0,0,0,0
Female,Unknown,Unknown,ALF,Unknown,Unknown,152,54,1,0,2,0,1
Male,Unknown,2011-2012,ALF,Unknown,Unknown, 39,49,1,0,1,1,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 47,54,1,0,1,0,0
Male,Unknown,2009-2010,HCC,Unknown,Unknown, 79,67,0,1,1,0,0
Female,Unknown,2011-2012,Other,Unknown,Unknown, 18,44,1,0,1,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown, 39,86,1,0,1,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 12,43,0,1,1,0,0
Female,Unknown,Unknown,HCC,Unknown,Unknown,148,133,1,0,1,1,0
Male,Unknown,2005-2006,ALF,Unknown,Unknown, 89,27,0,0,0,0,0
Male,Unknown,2011-2012,Other,Unknown,Unknown, 72,5,1,0,1,0,0
Female,Unknown,2005-2006,ALF,Unknown,Unknown, 42,47,0,0,0,0,0
Female,Unknown,2005-2006,NH,Unknown,Unknown, 41,59,0,0,0,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 20,54,0,0,0,0,0
Female,Unknown,2001-2002,HCC,Unknown,Unknown, 48,55,0,0,0,1,0
Female,Unknown,2007-2008,HCC,Unknown,Unknown, 76,69,0,0,0,0,0
Female,Unknown,2001-2002,HCC,Unknown,Unknown,109,57,2,0,2,1,0
Female,Unknown,2001-2002,HCC,Unknown,Unknown, 82,55,0,0,0,0,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown, 53,55,0,0,0,0,0
Female,Unknown,2011-2012,NH,Unknown,Unknown, 19,49,1,2,3,0,0
Female,Unknown,2007-2008,NH,Unknown,Unknown, 52,41,0,1,1,1,0
Male,Unknown,2003-2004,Other,Unknown,Unknown, 14,37,0,1,1,0,0
Male,Unknown,2009-2010,HCC,Unknown,Unknown, 93,28,1,0,1,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown,110,9,0,0,0,0,0
Male,Unknown,2013-2014,NH,Unknown,Unknown, 28,51,3,1,5,0,1
Female,Unknown,2001-2002,Other,Unknown,Unknown, 31,30,0,0,0,0,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 81,38,1,0,1,3,0
Female,Unknown,2007-2008,NH,Unknown,Unknown,102,38,3,0,3,1,0
Male,Unknown,2005-2006,NH,Unknown,Unknown, 59,65,3,0,3,1,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 82,16,0,0,0,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 85,39,0,0,0,1,0
Female,Unknown,Unknown,NH,Unknown,Unknown,145,105,2,0,2,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 28,33,1,0,1,0,0
Female,Unknown, < 2001,ALF,Unknown,Unknown, 66,19,0,0,0,0,0
Female,Unknown,2009-2010,HCC,Unknown,Unknown, 15,51,0,1,1,0,0
Male,Unknown,2003-2004,Other,Unknown,Unknown, 22,33,2,0,3,0,1
Female,Unknown,2005-2006,NH,Unknown,Unknown, 50,61,0,0,0,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 50,45,0,0,0,0,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 71,47,1,0,1,0,0
Female,Unknown,Unknown,ALF,Unknown,Unknown,177,16,1,0,1,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown, 89,39,0,1,1,0,0
Male,Unknown,2013-2014,NH,Unknown,Unknown, 12,51,1,0,1,1,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 30,53,0,0,0,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 83,19,0,0,0,0,0
Female,Unknown,2009-2010,HCC,Unknown,Unknown, 64,87,0,0,0,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 54,54,0,0,0,0,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown,102,65,1,0,1,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 38,20,1,0,1,0,0
Male,Unknown,2013-2014,HCC,Unknown,Unknown,  7,46,0,2,2,0,0
Male,Unknown,2003-2004,Other,Unknown,Unknown,  2,63,5,3,8,0,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown,  8,64,1,0,1,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown, 61,67,3,0,3,0,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown, 87,70,0,0,0,0,0
Female,Unknown,2011-2012,ALF,Unknown,Unknown, 65,45,1,0,1,1,0
Male,Unknown, < 2001,Other,Unknown,Unknown, 47,41,0,0,0,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown,115,36,0,0,0,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 72,43,0,0,0,0,0
Male,Unknown,2005-2006,ALF,Unknown,Unknown,117,19,0,0,0,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown, 67,70,0,1,1,0,0
Female,Unknown,Unknown,ALF,Unknown,Unknown,190,11,0,0,0,0,0
Female,Unknown, < 2001,HCC,Unknown,Unknown,112,40,1,0,1,0,0
Female,Unknown,2009-2010,Other,Unknown,Unknown, 81,22,0,0,0,0,0
Female,Unknown,2003-2004,Other,Unknown,Unknown,100,21,0,0,0,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown, 18,57,2,0,2,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,151,39,0,0,0,1,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown, 77,55,1,0,1,1,0
Female,Unknown,2007-2008,Other,Unknown,Unknown,  5,56,3,1,4,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,128,107,1,0,1,0,0
Male,Unknown,2005-2006,NH,Unknown,Unknown,103,44,0,0,0,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown,113,18,0,0,0,0,0
Female,Unknown,2015-2016,Other,Unknown,Unknown, 15,45,0,3,4,0,1
Male,Unknown, < 2001,NH,Unknown,Unknown, 78,37,0,0,0,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 12,56,0,1,1,0,0
Male,Unknown,2003-2004,Other,Unknown,Unknown, 61,21,0,0,0,0,0
Male,Unknown, < 2001,ALF,Unknown,Unknown, 25,36,0,0,0,0,0
Female,Unknown,2009-2010,Other,Unknown,Unknown, 71,20,0,0,1,0,1
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 51,48,0,1,1,0,0
Female,Unknown,2011-2012,ALF,Unknown,Unknown, 33,48,2,0,2,0,0
Male,Unknown,2001-2002,ALF,Unknown,Unknown,  2,35,0,0,0,0,0
Female,Unknown,2001-2002,HCC,Unknown,Unknown, 38,66,1,1,2,0,0
Female,Unknown,Unknown,HCC,Unknown,Unknown,175,68,1,0,1,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 41,49,1,0,1,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 97,42,1,1,2,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 88,12,0,0,0,1,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 39,50,0,0,1,0,1
Female,Unknown,2011-2012,HCC,Unknown,Unknown, 69,56,0,2,2,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown,107,47,0,0,0,2,0
Male,Unknown,2015-2016,Other,Unknown,Unknown,  6,59,4,5,9,0,0
Male,Unknown,2009-2010,Other,Unknown,Unknown,  2,55,4,2,8,0,2
Male,Unknown,2009-2010,Other,Unknown,Unknown, 22,26,1,0,1,0,0
Female,Unknown,2009-2010,NH,Unknown,Unknown, 58,53,1,0,1,0,0
Female,Unknown,2009-2010,HCC,Unknown,Unknown, 30,57,2,0,2,0,0
Female,Unknown, < 2001,Other,Unknown,Unknown, 81,40,1,0,1,0,0
Female,Unknown,Unknown,HCC,Unknown,Unknown,165,83,1,0,1,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 47,30,0,0,0,0,0
Male,Unknown,2013-2014,NH,Unknown,Unknown, 31,49,1,0,1,1,0
Female,Unknown,2011-2012,HCC,Unknown,Unknown, 37,47,0,0,0,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 64,48,1,0,1,0,0
Female,Unknown,2005-2006,HCC,Unknown,Unknown,108,69,1,0,1,0,0
Male,Unknown, < 2001,Other,Unknown,Unknown,104,23,0,0,0,0,0
Male,Unknown,2013-2014,ALF,Unknown,Unknown,  1,64,1,0,1,0,0
Female,Unknown,2005-2006,Other,Unknown,Unknown, 54,26,2,0,2,0,0
Male,Unknown,2009-2010,NH,Unknown,Unknown,  9,55,1,0,1,0,0
Female,Unknown,2009-2010,Other,Unknown,Unknown, 92,10,0,0,0,0,0
Male,Unknown,2005-2006,NH,Unknown,Unknown, 48,60,1,1,2,0,0
Male,Unknown,2011-2012,ALF,Unknown,Unknown, 67,27,0,1,1,0,0
Female,Unknown,2001-2002,HCC,Unknown,Unknown, 59,59,1,0,1,0,0
Female,Unknown,2005-2006,Other,Unknown,Unknown, 64,26,1,0,1,0,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown,105,35,0,0,0,0,0
Female,Unknown,2015-2016,Other,Unknown,Unknown, 20,21,1,0,1,0,0
Male,Unknown, < 2001,HCC,Unknown,Unknown, 14,64,0,0,0,0,0
Female,Unknown,2007-2008,HCC,Unknown,Unknown,  5,50,1,0,1,0,0
Female,Unknown, < 2001,Other,Unknown,Unknown,104,35,0,0,0,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,193,10,0,0,0,0,0
Female,Unknown,Unknown,NH,Unknown,Unknown,133,130,5,0,5,2,0
Male,Unknown,2005-2006,NH,Unknown,Unknown, 67,48,2,1,3,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown, 85,47,1,0,1,0,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown, 77,50,3,0,3,0,0
Female,Unknown, < 2001,ALF,Unknown,Unknown, 36,36,2,0,2,0,0
Male,Unknown,2011-2012,Other,Unknown,Unknown,  9,48,1,2,3,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 60,46,0,1,1,0,0
Female,Unknown,2015-2016,ALF,Unknown,Unknown, 24,40,1,2,3,0,0
Female,Unknown,Unknown,NH,Unknown,Unknown,150,104,2,0,2,0,0
Female,Unknown,2005-2006,NH,Unknown,Unknown, 60,56,2,1,3,1,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 31,54,2,0,2,0,0
Male,Unknown,2001-2002,NH,Unknown,Unknown, 34,52,0,0,0,0,0
Female,Unknown,2005-2006,HCC,Unknown,Unknown, 63,71,0,0,0,1,0
Male,Unknown, < 2001,ALF,Unknown,Unknown, 15,36,0,0,0,0,0
Female,Unknown,2013-2014,NH,Unknown,Unknown, 39,54,0,1,1,1,0
Female,Unknown, < 2001,Other,Unknown,Unknown, 57,42,0,0,0,0,0
Male,Unknown, < 2001,NH,Unknown,Unknown, 57,39,1,0,1,1,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 81,17,0,0,0,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 37,28,1,1,2,0,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown, 22,69,1,2,3,0,0
Male,Unknown,Unknown,Other,Unknown,Unknown,167,17,0,1,1,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 28,49,0,0,0,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown, 38,48,0,0,0,1,0
Female,Unknown,2011-2012,NH,Unknown,Unknown, 21,48,2,0,2,0,0
Male,Unknown,2013-2014,HCC,Unknown,Unknown, 39,68,3,1,4,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown,  3,53,4,3,7,0,0
Female,Unknown,2007-2008,Other,Unknown,Unknown, 91,13,0,0,0,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 91,41,0,0,0,1,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown,110,80,0,1,1,1,0
Male,Unknown,2005-2006,NH,Unknown,Unknown, 76,48,0,0,0,1,0
Female,Unknown,2005-2006,NH,Unknown,Unknown, 56,57,2,0,2,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 12,49,0,1,1,0,0
Female,Unknown,2007-2008,Other,Unknown,Unknown, 96,16,0,0,0,0,0
Male,Unknown,2001-2002,NH,Unknown,Unknown,102,34,1,0,1,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,198,25,0,0,0,0,0
Female,Unknown,2011-2012,ALF,Unknown,Unknown, 54,50,0,0,0,0,0
Female,Unknown,2007-2008,Other,Unknown,Unknown, 67,15,0,0,0,0,0
Male,Unknown,2011-2012,ALF,Unknown,Unknown, 70,16,0,0,1,0,1
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 21,50,0,0,0,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown,  2,69,4,2,6,0,0
Female,Unknown,2005-2006,Other,Unknown,Unknown, 45,32,1,1,2,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 61,22,2,0,2,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 81,34,0,0,0,0,0
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 40,52,0,0,0,4,0
Male,Unknown,2001-2002,ALF,Unknown,Unknown,  8,35,0,0,0,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown,104,34,0,0,0,0,0
Female,Unknown,Unknown,ALF,Unknown,Unknown,192,9,0,0,0,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 15,57,1,0,1,0,0
Female,Unknown,2007-2008,HCC,Unknown,Unknown,110,66,0,0,0,0,0
Female,Unknown,2005-2006,HCC,Unknown,Unknown, 62,72,2,0,2,0,0
Female,Unknown,2011-2012,Other,Unknown,Unknown, 10,56,0,1,1,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 31,62,1,0,1,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 30,53,0,0,0,0,0
Male,Unknown,Unknown,Other,Unknown,Unknown,199,13,0,0,0,0,0
Male,Unknown,2001-2002,NH,Unknown,Unknown, 78,37,0,0,0,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,212,12,0,0,0,0,0
